Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Prior_awareness,Prior_participation,redistrict_c_time _First Click,redistrict_c_time _Last Click,redistrict_c_time _Page Submit,redistrict_c_time _Click Count,redistrict_t_time_First Click,redistrict_t_time_Last Click,redistrict_t_time_Page Submit,redistrict_t_time_Click Count,rallies_c_time_First Click,rallies_c_time_Last Click,rallies_c_time_Page Submit,rallies_c_time_Click Count,rallies_t_time_First Click,rallies_t_time_Last Click,rallies_t_time_Page Submit,rallies_t_time_Click Count,investigate_t_time_First Click,investigate_t_time_Last Click,investigate_t_time_Page Submit,investigate_t_time_Click Count,media_c_time_First Click,media_c_time_Last Click,media_c_time_Page Submit,media_c_time_Click Count,media_t_time_First Click,media_t_time_Last Click,media_t_time_Page Submit,media_t_time_Click Count,courts_c_time_First Click,courts_c_time_Last Click,courts_c_time_Page Submit,courts_c_time_Click Count,courts_t_time_First Click,courts_t_time_Last Click,courts_t_time_Page Submit,courts_t_time_Click Count,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...76,Event2_Prob_Post_1...77,Event3_Prob_Post_1...78,Event4_Prob_Post_1...79,Event1_Prob_Post_1...80,Event2_Prob_Post_1...81,Event3_Prob_Post_1...82,Event4_Prob_Post_1...83,Event1_Prob_Post_1...84,Event2_Prob_Post_1...85,Event3_Prob_Post_1...86,Event4_Prob_Post_1...87,assignmentId,projectId,Market_Price_m_kxcpi-26apr,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxiceero-26mar,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment
39,"Bachelor's degree (for example: BA, AB, BS)",Male,Manufacturing,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",Vietnamese,Full-time,Independent,NA,NA,Closer to Republican Party,Restructuring the state’s highest court to favor the party in power,50,20,Very important,67,50,75,45,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.623,25.697,30.03,17,Somewhat comfortable,Somewhat comfortable,Comfortable,Unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,75,51,73,42,NA,NA,NA,NA,NA,NA,NA,NA,019dfa4e-9c3a-7309-878b-d45a64a25542,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,Mehlhaff,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,0
66,"Bachelor's degree (for example: BA, AB, BS)",Male,"Transportation, Distribution & Logistics",Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$20,000-$29,999",White,Retired,Independent,NA,NA,Neither,Manipulating geographic boundaries of election districts,40,21,Very important,93,96,44,93,64,Yes,No,NA,NA,NA,NA,0,0,55.466,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Very unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,55,29,50,90,019dfa4e-d067-7b7c-8c1b-0df490f316a2,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,Mehlhaff,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,2
25,"Bachelor's degree (for example: BA, AB, BS)",Male,Medicine,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$225,000-$249,999",Asian Indian,Student,Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,20,66,Neither important nor unimportant,52,38,19,78,64,Yes,No,6.206,19.03,19.838,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Likely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,54,44,38,87,NA,NA,NA,NA,019dfa4f-1f42-77e1-a96c-32407a0bffcb,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,1
24,"Bachelor's degree (for example: BA, AB, BS)",Female,Medicine,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",Black or African American,Part-time,Republican,NA,Not very strong,NA,Banning political rallies,76,43,Somewhat important,40,12,83,41,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54,44.561,49.041,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Comfortable,Comfortable,Somewhat likely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,50,50,60,92,019dfa4f-3451-7930-bb63-9e617e514c5c,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,OW,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,rallies,3
65,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,Prefer not to say,White,Retired,Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,34,78,Very important,9,73,40,30,64,Yes,No,NA,NA,NA,NA,0,0,17.097,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Comfortable,Somewhat comfortable,Likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,10,73,40,40,NA,NA,NA,NA,019dfa4f-73f1-7062-a1e5-3a022b8d2318,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,1
38,High school graduate - high school diploma or the equivalent (for example: GED),Male,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$20,000-$29,999",Black or African American,Student,Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,14,67,Very important,67,34,15,22,64,No,No,NA,NA,NA,NA,17.093,51.822,53.065,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,67,34,16,14,019dfa4f-9690-704b-aca2-933ae52629b2,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,OW,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,3
26,"Bachelor's degree (for example: BA, AB, BS)",Female,"Science, Technology, Engineering & Mathematics",Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",Chinese,Full-time,Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,10,60,Important,90,78,40,34,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,11.024,13.818,5,Somewhat uncomfortable,Uncomfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,90,75,40,50,NA,NA,NA,NA,NA,NA,NA,NA,019dfa4f-9c40-71ef-858d-3dda2afb4f61,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,0
61,"Associate degree (for example: AA, AS)",Female,Business Management & Administration,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",White,Full-time,Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,49,85,Important,10,20,40,90,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,75.973,0,Somewhat uncomfortable,Somewhat comfortable,Comfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,55,25,49,93,019dfa4f-d4d8-7075-810a-552ffac9e11f,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,3
72,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",White,"Not in paid work (e.g., homemaker, disabled)",Democrat,NA,Not very strong,NA,Directing law enforcement to investigate politicians of the opposing party,100,100,Very important,75,30,50,50,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,73.669,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Somewhat unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,60,40,70,95,019dfa4f-f86e-7546-b9c9-021918257f54,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,investigate,2
27,"Some college, but no degree",Male,Information Technology,Single,Something else,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",Black or African American,Part-time,No preference,NA,NA,Neither,Restructuring the state’s highest court to favor the party in power,25,50,Somewhat important,50,11,95,50,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.071,70.656,71.008,2,Uncomfortable,Uncomfortable,Somewhat uncomfortable,Neither likely nor unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,34,10,95,70,019dfa50-2386-73bf-9ee6-efbd19228f5e,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,Mehlhaff,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,2
32,"Associate degree (for example: AA, AS)",Male,"Transportation, Distribution & Logistics",Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",American Indian or Alaska Native,Full-time,Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,58,74,Somewhat important,70,30,70,69,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.492,114.492,115.91,1,Somewhat comfortable,Comfortable,Comfortable,Likely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,92,71,60,74,NA,NA,NA,NA,019dfa50-3e5f-76e7-9d3c-6cb879801a8f,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,1
60,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Finance,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",White,Full-time,Independent,NA,NA,Neither,Banning political rallies,0,0,Very important,84,16,5,16,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28.096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,84,50,16,16,019dfa50-5746-7fa0-922b-aafbd27fbc0e,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,NA,0.565,0.895,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,rallies,3
35,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Education & Training,Married,Democrat,"Yes, Mexican, Mexican Am., Chicano",Man,United States,"$125,000-$149,999",White,Full-time,Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,15,65,Important,62,42,31,50,64,Yes,No,NA,NA,NA,NA,3.341,31.525,35.855,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Comfortable,Neither comfortable nor uncomfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,60,36,36,96,019dfa51-69ea-7dda-a925-20c779ac904a,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,3
53,"Bachelor's degree (for example: BA, AB, BS)",Female,Retail,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",Black or African American,Full-time,Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,50,60,Somewhat important,84,0,88,76,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32.924,0,Comfortable,Comfortable,Comfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,88,0,84,87,NA,NA,NA,NA,NA,NA,NA,NA,019dfa51-7ae8-760f-8aaf-2ed04983424b,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,0
29,"Bachelor's degree (for example: BA, AB, BS)",Female,NA,Single,Something else,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Woman,United States,"$60,000-$69,999",An ethnicity not listed here,NA,Independent,NA,NA,Closer to Democratic Party,Restructuring the state’s highest court to favor the party in power,39,44,Very important,80,20,50,60,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19.067,0,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,75,20,50,77,019dfa51-b488-7eed-9f1d-100b8b5db1a6,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,3
77,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Retired,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$250,000 or more",White,Retired,Democrat,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,0,100,Very important,57,41,39,42,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.959,8.279,9.016,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,45,48,48,76,019dfa51-f0d1-783d-a2ba-5f411cd244f0,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,investigate,2
60,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Part-time,Republican,NA,Not very strong,NA,Directing law enforcement to investigate politicians of the opposing party,78,29,Very important,67,7,70,63,64,Unsure,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Neither likely nor unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,78,2,54,54,NA,NA,NA,NA,NA,NA,NA,NA,019dfa52-0dfc-7e64-87a6-a97acbc2215a,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,investigate,0
64,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",White,Full-time,Democrat,NA,Strong,NA,Prosecuting journalists for unfair news coverage,4,97,Important,78,32,15,84,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.393,52.626,53.764,5,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action to pursue a specific policy outcome.,74,33,18,80,NA,NA,NA,NA,NA,NA,NA,NA,019dfa52-24a1-7d4f-b366-a9fd367d807a,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,media,0
23,"Bachelor's degree (for example: BA, AB, BS)",Female,NA,Married,Independent,"Yes, Puerto Rican",Woman,United States,"$200,000-$224,999",White,"Not in paid work (e.g., homemaker, disabled)",Democrat,NA,Strong,NA,Prosecuting journalists for unfair news coverage,11,89,Very important,53,35,48,41,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.787,25.046,27,4,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Comfortable,Very comfortable,Somewhat unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,53,44,47,59,NA,NA,NA,NA,019dfa52-2740-78e6-bc7f-fa98a2cf8c50,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,media,1
27,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$50,000-$59,999",Filipino,Unemployed,Democrat,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,10,84,Very important,29,33,38,59,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat comfortable,Unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,37,29,69,90,019dfa52-5325-74e2-b740-37ed3af69bff,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,investigate,3
68,"Some college, but no degree",Female,Retired,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",White,Retired,Republican,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,51,49,Very important,81,39,50,71,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,105.354,0,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,70,40,50,70,NA,NA,NA,NA,019dfa52-536b-7edb-8f77-910878b93456,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,OW,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,1
30,"Doctorate degree (for example: PhD, EdD)",Male,Medicine,In a relationship,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$70,000-$79,999",Asian Indian,Full-time,Republican,NA,Not very strong,NA,Prosecuting journalists for unfair news coverage,27,13,Very important,58,23,50,77,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.817,14.012,16.825,5,NA,NA,NA,NA,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Very unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,54,47,57,90,019dfa52-5697-7fc4-8a42-4aaab7085728,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,Mehlhaff,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,media,2
30,"Some college, but no degree",Male,Architecture and Construction,In a relationship,Something else,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",Black or African American,Full-time,Independent,NA,NA,Neither,Restructuring the state’s highest court to favor the party in power,50,50,Very important,80,50,100,74,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,39.531,0,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Likely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,80,50,100,75,NA,NA,NA,NA,019dfa52-59ab-7619-9ab1-e034e19dafac,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,courts,1
67,"Associate degree (for example: AA, AS)",Female,Retired,Widowed,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",White,Retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"Bachelor's degree (for example: BA, AB, BS)",Male,Hospitality & Tourism,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",White,Retired,Democrat,NA,Strong,NA,Prosecuting journalists for unfair news coverage,20,80,Very important,80,0,50,90,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,59.097,0,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Neither likely nor unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,50,50,80,100,019dfa52-e1d0-7f87-893e-9f90873c1bac,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,media,2
69,"Bachelor's degree (for example: BA, AB, BS)",Female,Retail,In a civil union/partnership,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$125,000-$149,999",White,Part-time,Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,0,100,Very important,50,25,30,70,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.139,0,Very uncomfortable,Very uncomfortable,Uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,50,30,30,70,NA,NA,NA,NA,NA,NA,NA,NA,019dfa52-f3d4-720e-bc30-70391f772148,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,OW,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,0
22,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",Black or African American,Unemployed,Independent,NA,NA,Neither,Manipulating geographic boundaries of election districts,45,55,Important,50,65,60,65,64,No,No,NA,NA,NA,NA,2.019,2.019,7.011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Somewhat comfortable,Comfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,55,50,60,85,019dfa52-f933-7dc8-a91e-ac7cdcffd01a,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,2
